model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse,data_type
Informer,336,720,True,False,True,0.77901024,0.99139495,0.75899667,0.94448763,0.88261557,0.99568818,0.34387651,0.43535593,-8.6662238,-9.15605564,0.17068097,2.82471228,original
Informer,504,1,True,False,True,0.01023546,0.00138747,0.07360978,0.02823181,0.10117047,0.03724876,0.03203287,0.01247734,0.89630375,0.98598535,0.00191297,0.32201901,original
Informer,504,12,True,False,True,0.02520001,0.03265818,0.12265594,0.14981897,0.1587451,0.18071573,0.05394799,0.07144356,0.74058373,0.66481375,0.00493751,0.50931674,original
Informer,504,24,True,False,True,0.03138613,0.48327413,0.13792992,0.63731573,0.17716131,0.69517921,0.06037917,0.29768869,0.67069931,-4.04268979,0.00600556,0.57309228,original
Informer,504,96,True,False,True,0.0614017,0.66039605,0.1903917,0.76200596,0.24779367,0.81264756,0.08466657,0.35323572,0.33434969,-6.13834404,0.01245718,0.81427985,original
Informer,504,192,True,False,True,0.23293452,0.8408512,0.40770555,0.87081415,0.48263291,0.91697939,0.18221025,0.40197091,-1.65211393,-8.3799814,0.04942899,1.60906923,original
Informer,504,336,True,False,True,0.35055146,0.72884835,0.48652717,0.80562941,0.59207386,0.85372616,0.22160739,0.3732293,-3.24818451,-7.39154204,0.07803329,2.00626993,original
Informer,504,720,True,False,True,0.80235291,1.26230485,0.82197195,1.08789415,0.89574152,1.12352341,0.37873322,0.50240877,-10.40373208,-14.5136906,0.18090138,3.13338351,original
Informer,672,1,True,False,True,0.00948192,0.20609197,0.07555022,0.40961405,0.09737512,0.45397353,0.03398301,0.19377409,0.88813795,-1.43135145,0.00199683,0.33445781,original
Informer,672,12,True,False,True,0.02471675,0.02242222,0.12592193,0.12520413,0.15721561,0.14974052,0.0566154,0.05983212,0.70710981,0.73486621,0.00524091,0.54116404,original
Informer,672,24,True,False,True,0.04297492,0.51198808,0.16946441,0.66505909,0.20730393,0.71553342,0.07584683,0.3115181,0.48913309,-5.06905236,0.00887561,0.71456397,original
Informer,672,96,True,False,True,0.07734553,0.74374393,0.21389836,0.81880233,0.27811065,0.86240589,0.09753607,0.38064956,0.05808824,-7.99602207,0.01701334,0.96723807,original
Informer,672,192,True,False,True,0.39350015,0.88055931,0.5555644,0.8972857,0.62729591,0.93838122,0.25719777,0.416264,-3.92177329,-9.86225867,0.09088087,2.20314813,original
Informer,672,336,True,False,True,0.81162751,0.82466357,0.81298286,0.86624363,0.9009037,0.90810989,0.37604108,0.40288435,-9.45711785,-9.35110958,0.18588911,3.18064284,original
Informer,672,720,True,False,True,0.79342568,0.24452185,0.83274138,0.42415128,0.89074445,0.49449151,0.38852081,0.20271878,-12.12265589,-2.41268629,0.18350315,3.31325078,original
Informer,720,1,True,False,True,0.00805657,0.00231349,0.06760477,0.03879273,0.08975839,0.04809874,0.03031669,0.01803612,0.90273606,0.97211154,0.00167987,0.31187165,original
Informer,720,12,True,False,True,0.02419547,0.00575089,0.12497111,0.05824097,0.15554895,0.07583461,0.05649102,0.02678387,0.70701762,0.93041619,0.00517547,0.54129654,original
Informer,720,24,True,False,True,0.0392354,0.52678437,0.15664476,0.67770494,0.19807927,0.72579913,0.07058437,0.31758726,0.522283,-5.40415348,0.00821076,0.69078952,original
Informer,720,96,True,False,True,0.09010144,0.77644947,0.23092838,0.83885029,0.30016902,0.8811637,0.10502239,0.39043347,-0.1226125,-8.6268003,0.01966594,1.05622935,original
Informer,720,192,True,False,True,0.28122309,0.90739084,0.47679678,0.91343496,0.53030473,0.95257065,0.22276381,0.42422912,-2.55332774,-10.43843476,0.06600232,1.87963581,original
Informer,720,336,True,False,True,0.43331167,0.87943215,0.57248741,0.89809003,0.65826416,0.93778044,0.26899186,0.41794685,-4.80861863,-10.35565468,0.1027153,2.3652401,original
Informer,720,720,True,False,True,0.84419692,0.38621078,0.85126615,0.54745964,0.9188019,0.62145859,0.39830798,0.26083239,-13.16296649,-4.58310899,0.19626577,3.4930737,original
Informer,6,1,True,True,False,0.00455941,0.00821274,0.05092125,0.07146617,0.06752344,0.09062414,0.01970125,0.0295617,0.98203072,0.96756802,0.00063471,0.13404955,original
Informer,6,12,True,True,False,0.00760629,0.01330631,0.06320423,0.0866018,0.08721403,0.11535299,0.02567062,0.03528769,0.96964766,0.94691665,0.00123961,0.17406806,original
Informer,6,24,True,True,False,0.01120891,0.10846459,0.07422569,0.29058859,0.10587216,0.32933962,0.03035987,0.12815917,0.95459592,0.56254196,0.00186299,0.21251523,original
Informer,6,96,True,True,False,0.04492766,0.54684619,0.15559244,0.68088987,0.21196146,0.7394905,0.06592721,0.30772866,0.79779497,-1.37825517,0.00851754,0.44106635,original
Informer,6,192,True,True,False,0.10374372,0.73836884,0.2523146,0.79063663,0.32209271,0.85928391,0.10939503,0.35940881,0.47624292,-2.49856825,0.02098781,0.69914079,original
Informer,6,336,True,True,False,0.24270044,0.60877303,0.41638812,0.71765504,0.49264637,0.78023909,0.18491058,0.32574397,-0.40271877,-2.18853436,0.0515975,1.12524104,original
Informer,6,720,True,True,False,0.48023227,0.79803805,0.57641548,0.83524094,0.69298792,0.89332975,0.25816742,0.37910322,-3.65839002,-4.17764338,0.10322834,1.75891888,original
Informer,12,1,True,True,False,0.00257205,0.13051149,0.0368917,0.3099002,0.05071537,0.36126374,0.01481595,0.13297003,0.98974333,0.478729,0.0004045,0.10127524,original
Informer,12,12,True,True,False,0.0094413,0.02475459,0.07300827,0.12993193,0.09716637,0.15733591,0.02965253,0.05685505,0.96190812,0.90014475,0.00154069,0.19503658,original
Informer,12,24,True,True,False,0.01252181,0.52218193,0.07980361,0.66219442,0.11190089,0.72262156,0.03289254,0.29831083,0.94867892,-1.13014352,0.0021196,0.22592482,original
Informer,12,96,True,True,False,0.03757415,0.70754391,0.14062141,0.77316769,0.19384053,0.84115629,0.05979319,0.35087037,0.82811262,-2.11824596,0.00714449,0.40614191,original
Informer,12,192,True,True,False,0.10183763,0.84005547,0.25120988,0.84182564,0.31912008,0.9165454,0.10936182,0.38323533,0.48070752,-3.02597828,0.02082523,0.69683564,original
Informer,12,336,True,True,False,0.22971316,0.59496045,0.38504043,0.70571524,0.47928402,0.77133679,0.1680494,0.31845915,-0.36404341,-2.15056404,0.04641379,1.10106397,original
Informer,12,720,True,True,False,0.38364056,1.05419558,0.5117532,0.96276798,0.61938727,1.02674027,0.22746636,0.43843761,-2.60536489,-5.90882885,0.08057361,1.58085382,original
Informer,24,1,True,True,False,0.00308124,0.18696228,0.04021193,0.3787292,0.05550888,0.43239135,0.01601947,0.16568193,0.98742639,0.23621198,0.00047027,0.11213212,original
Informer,24,12,True,True,False,0.00949328,0.03149734,0.07253937,0.14663358,0.09743349,0.17747491,0.02954068,0.06635226,0.96077986,0.86997769,0.00155251,0.19788536,original
Informer,24,24,True,True,False,0.01193433,0.53074296,0.07795921,0.66763104,0.10924438,0.72852108,0.03228968,0.30153866,0.94991937,-1.2169827,0.00204836,0.22323023,original
Informer,24,96,True,True,False,0.03964538,0.6555349,0.14577328,0.74373896,0.19911148,0.8096511,0.06206956,0.33782471,0.81408568,-1.96652888,0.00757466,0.42294231,original
Informer,24,192,True,True,False,0.10883613,0.79426294,0.25657651,0.81863647,0.32990322,0.89121431,0.11099123,0.37292537,0.43277972,-2.89382124,0.02158719,0.72896093,original
Informer,24,336,True,True,False,0.33955052,0.79271238,0.49740165,0.82046635,0.58270967,0.89034397,0.2179403,0.37410929,-1.04065298,-3.29016949,0.06939407,1.35407937,original
Informer,24,720,True,True,False,0.26742354,1.02724364,0.42029041,0.95063233,0.51713008,1.01353028,0.18769538,0.433397,-1.61756061,-5.86844729,0.05747943,1.33448827,original
Informer,48,1,True,True,False,0.00342579,0.18413771,0.04295779,0.3790108,0.05853024,0.42911271,0.01721124,0.16730661,0.98530903,0.20987395,0.00052501,0.12120633,original
Informer,48,12,True,True,False,0.01196611,0.00956998,0.08453926,0.07130326,0.1093897,0.09782626,0.03467792,0.02889363,0.94794407,0.95841928,0.001988,0.22795185,original
Informer,48,24,True,True,False,0.01332984,0.3929334,0.0840852,0.57353869,0.11545495,0.626844,0.03519486,0.25949348,0.94099635,-0.7303256,0.00235076,0.24222854,original
Informer,48,96,True,True,False,0.0425612,0.61886154,0.1542055,0.72161694,0.20630366,0.78667753,0.06568442,0.32856813,0.79115063,-1.94936142,0.00805318,0.45002127,original
Informer,48,192,True,True,False,0.1473186,0.74399344,0.29892683,0.79285466,0.38382104,0.86255055,0.12910074,0.36162912,0.19952487,-2.81522522,0.02896965,0.86813253,original
Informer,48,336,True,True,False,0.21257238,0.78214833,0.37447965,0.81753233,0.46105573,0.8843915,0.16533579,0.37279829,-0.33480782,-3.41761814,0.04410699,1.09568095,original
Informer,48,720,True,True,False,0.58556873,1.14633696,0.66360086,1.01093743,0.76522464,1.07067126,0.29764566,0.46018062,-4.74335448,-6.97304206,0.12572101,2.01795006,original
Informer,72,1,True,True,False,0.00934736,0.1910074,0.07065767,0.38929649,0.09668174,0.43704394,0.02965534,0.17340988,0.95761295,0.13319368,0.00166847,0.20588116,original
Informer,72,12,True,True,False,0.00989641,0.00783921,0.07425258,0.06665373,0.09948072,0.08853929,0.03104109,0.02796367,0.95432013,0.96387869,0.00173468,0.21349849,original
Informer,72,24,True,True,False,0.01294561,0.45748052,0.08394621,0.61706175,0.11377876,0.67637306,0.03507993,0.28035841,0.93900448,-1.14182649,0.00225131,0.24618447,original
Informer,72,96,True,True,False,0.03638434,0.67961479,0.14316344,0.75693319,0.1907468,0.82438753,0.0605448,0.34549568,0.81369567,-2.40066438,0.0065794,0.42656326,original
Informer,72,192,True,True,False,0.13820361,0.76056086,0.29582304,0.8023808,0.37175745,0.87210141,0.12641762,0.36637843,0.22820626,-3.07263299,0.02599335,0.85980338,original
Informer,72,336,True,True,False,0.28931946,0.69503172,0.44491637,0.7679693,0.53788424,0.83368562,0.19247606,0.3505437,-0.8542094,-3.0897492,0.05626039,1.30002904,original
Informer,72,720,True,True,False,0.40824428,1.14077406,0.53258651,1.00871574,0.63893998,1.06807025,0.23908901,0.45961675,-3.13571665,-7.24144478,0.08804795,1.70661139,original
Informer,96,1,True,True,False,0.00929937,0.20125283,0.07221249,0.4031057,0.09643324,0.44861211,0.03046194,0.18117948,0.95502539,0.02667938,0.00166795,0.21207219,original
Informer,96,12,True,True,False,0.01303125,0.01904821,0.08497888,0.11495414,0.11415452,0.13801525,0.03558744,0.05176993,0.93628844,0.90697179,0.00228712,0.25217703,original
Informer,96,24,True,True,False,0.01527923,0.45328253,0.09277365,0.61332351,0.12360918,0.6732626,0.03886181,0.27950292,0.92446822,-1.23562587,0.00266543,0.27447337,original
Informer,96,96,True,True,False,0.04101131,0.64075285,0.15532811,0.7344479,0.2025125,0.8004704,0.06570022,0.33565198,0.78266366,-2.33922846,0.00735929,0.46230337,original
Informer,96,192,True,True,False,0.13765168,0.68390611,0.29924479,0.76020619,0.37101439,0.82698616,0.12913089,0.34759778,0.19905943,-2.80942644,0.02681534,0.87561679,original
Informer,96,336,True,True,False,0.33335206,0.77173339,0.49995747,0.81172538,0.57736647,0.87848358,0.22375958,0.3712093,-1.21607658,-3.7218831,0.07177853,1.4248265,original
Informer,96,720,True,True,False,0.44373176,0.78819093,0.56611592,0.82719859,0.66613191,0.88780117,0.25317726,0.37858011,-3.5078655,-4.90231882,0.09415803,1.8153981,original
Informer,120,1,True,True,False,0.00877888,0.16402679,0.06865683,0.35800727,0.09369566,0.4050022,0.02891268,0.16042564,0.95578499,0.1737797,0.00155973,0.21027364,original
Informer,120,12,True,True,False,0.0125551,0.02425327,0.08573934,0.13031294,0.11204953,0.1557346,0.0357935,0.0594855,0.93619176,0.87683726,0.00215251,0.25251272,original
Informer,120,24,True,True,False,0.01782312,0.4381433,0.10037488,0.60200577,0.13350327,0.66192394,0.04216245,0.2748855,0.90829301,-1.24663998,0.00313584,0.302356,original
Informer,120,96,True,True,False,0.04494786,0.64724483,0.16550972,0.73896376,0.21200912,0.80451528,0.07050724,0.33812395,0.75394396,-2.49636155,0.00822031,0.49211591,original
Informer,120,192,True,True,False,0.17093316,0.71486429,0.32461342,0.77804694,0.41344064,0.84549647,0.13798289,0.35612121,-0.02678098,-3.13250436,0.03149134,0.99206311,original
Informer,120,336,True,True,False,0.2995289,0.81790846,0.45181105,0.83934004,0.54729235,0.90438291,0.1987949,0.38376555,-1.1070527,-4.20195802,0.06087668,1.37863421,original
Informer,120,720,True,True,False,0.52887589,0.34324384,0.63674617,0.50705778,0.72723854,0.58587016,0.28597602,0.23560672,-4.41578843,-1.66040353,0.11358076,2.02049088,original
Informer,144,1,True,True,False,0.00849276,0.16809693,0.06887053,0.36425806,0.09215616,0.40999626,0.02936241,0.16429163,0.95549678,0.11915249,0.00154108,0.21095785,original
Informer,144,12,True,True,False,0.01457332,0.00754933,0.09112795,0.06544822,0.12072001,0.08688688,0.03816717,0.02753638,0.92285996,0.96006457,0.00252826,0.2776354,original
Informer,144,24,True,True,False,0.02192182,0.44835895,0.11211705,0.60954854,0.1480602,0.66959611,0.04724558,0.27897443,0.88278632,-1.39281339,0.00386688,0.34201607,original
Informer,144,96,True,True,False,0.04800971,0.67000567,0.17117836,0.75298008,0.21911119,0.81853874,0.07235944,0.34489985,0.72772016,-2.7538419,0.00854138,0.51827806,original
Informer,144,192,True,True,False,0.13803536,0.74405047,0.31267136,0.79565024,0.3715311,0.8625836,0.13715057,0.36438602,0.16349585,-3.4652783,0.02807708,0.90909666,original
Informer,144,336,True,True,False,0.36078265,0.76272655,0.53037143,0.810145,0.60065186,0.87334217,0.2362535,0.37090644,-1.58036168,-4.0486796,0.07577603,1.5452826,original
Informer,144,720,True,True,False,0.5702129,1.11357318,0.65190369,0.99504875,0.75512445,1.05525977,0.293383,0.45485641,-5.12407241,-7.92708875,0.12267548,2.13785839,original
Informer,168,1,True,True,False,0.00843273,0.17798959,0.06728377,0.3764682,0.09182988,0.42188813,0.02864903,0.17070985,0.95423908,0.03354776,0.00152852,0.21391803,original
Informer,168,12,True,True,False,0.01962117,0.01021086,0.10615475,0.08127212,0.14007561,0.10104879,0.04526982,0.03552979,0.89293378,0.94425626,0.00362867,0.32723048,original
Informer,168,24,True,True,False,0.02329771,0.45402713,0.1164696,0.6139632,0.15263589,0.67381535,0.04955387,0.28140064,0.87176184,-1.4960704,0.00423475,0.35788104,original
Informer,168,96,True,True,False,0.04918514,0.68176205,0.17378691,0.76046587,0.22177723,0.82568884,0.0744832,0.34864001,0.70988108,-2.96175577,0.00913335,0.5344851,original
Informer,168,192,True,True,False,0.15959458,0.78928675,0.31332901,0.82111854,0.39949289,0.88841812,0.13423017,0.37628154,-0.04395498,-3.920361,0.03008434,0.99692637,original
Informer,168,336,True,True,False,0.22250679,0.82629476,0.38326594,0.84805107,0.47170624,0.90900757,0.16755903,0.3880013,-0.69997595,-4.69983443,0.04426792,1.23419523,original
Informer,168,720,True,True,False,0.66890872,0.39224391,0.73659855,0.54838896,0.81786841,0.62629379,0.33053318,0.25559472,-5.93186641,-2.24928211,0.14285442,2.33902049,original
Informer,192,1,True,True,False,0.01046651,0.19239208,0.07533375,0.39297918,0.10230597,0.43862521,0.03214988,0.1789271,0.94149945,-0.07533837,0.00191286,0.24186885,original
Informer,192,12,True,True,False,0.01601701,0.02204759,0.09376153,0.1234672,0.12655833,0.14848432,0.03953359,0.05664358,0.90969341,0.87571363,0.00282857,0.30041137,original
Informer,192,24,True,True,False,0.04382027,0.43718904,0.16922201,0.60063319,0.20933293,0.66120272,0.07282335,0.27577488,0.75080344,-1.48748666,0.00833732,0.49931857,original
Informer,192,96,True,True,False,0.05468306,0.69605102,0.18307906,0.76966667,0.23384409,0.83429672,0.07851628,0.35317187,0.66453977,-3.2011784,0.01014415,0.57449931,original
Informer,192,192,True,True,False,0.16450116,0.76661261,0.34212676,0.81110218,0.40558743,0.87556417,0.15019597,0.37189983,-0.08671148,-3.96604148,0.03316205,1.03227079,original
Informer,192,336,True,True,False,0.26920384,0.77542478,0.44273037,0.82114074,0.5188486,0.88058207,0.19528143,0.37617216,-1.08450879,-4.58797007,0.05454462,1.38946533,original
Informer,192,720,True,True,False,0.53670675,0.4618486,0.63164693,0.60363904,0.73260272,0.67959444,0.28426671,0.28112891,-4.93219966,-2.95233955,0.1155101,2.13419724,original
Informer,336,1,True,True,False,0.01096604,0.1654295,0.07662356,0.35959277,0.10471886,0.40673025,0.03292121,0.16662289,0.92182052,-0.17868986,0.00200443,0.27960593,original
Informer,336,12,True,True,False,0.0206884,0.00660671,0.10997293,0.06203812,0.14383464,0.08128167,0.04740248,0.02742824,0.85092145,0.95241399,0.00385041,0.38607624,original
Informer,336,24,True,True,False,0.032926,0.4596226,0.14037402,0.61793973,0.18145522,0.67795472,0.0600998,0.28631817,0.76072349,-2.33592996,0.00598039,0.48887897,original
Informer,336,96,True,True,False,0.07313173,0.63697099,0.2193476,0.7402593,0.27042878,0.79810462,0.095796,0.34134015,0.43716663,-3.84739624,0.01419983,0.7455883,original
Informer,336,192,True,True,False,0.15816078,0.84831467,0.31899136,0.86648466,0.39769432,0.92104,0.13867696,0.39784694,-0.41293115,-6.10379946,0.03069761,1.14960432,original
Informer,336,336,True,True,False,0.39663896,0.79667032,0.53211671,0.84387432,0.62979281,0.8925639,0.2347756,0.38738457,-3.12636441,-6.37711648,0.08074509,1.91637981,original
Informer,336,720,True,True,False,0.78108883,0.99139495,0.76033443,0.94448763,0.88379228,0.99568818,0.34451401,0.43535593,-8.69262667,-9.15605564,0.17118774,2.82847834,original
Informer,504,1,True,True,False,0.01334077,0.00138747,0.08680253,0.02823181,0.11550223,0.03724876,0.03792023,0.01247734,0.86484372,0.98598535,0.00251569,0.36763608,original
Informer,504,12,True,True,False,0.02562692,0.03265818,0.12421566,0.14981897,0.1600841,0.18071573,0.05458571,0.07144356,0.73624369,0.66481375,0.00500132,0.51361281,original
Informer,504,24,True,True,False,0.03622105,0.48327413,0.14851043,0.63731573,0.1903183,0.69517921,0.06476908,0.29768869,0.6200301,-4.04268979,0.00684978,0.61565328,original
Informer,504,96,True,True,False,0.06050294,0.66039605,0.18995833,0.76200596,0.24597345,0.81264756,0.08445456,0.35323572,0.34329659,-6.13834404,0.01228101,0.80829841,original
Informer,504,192,True,True,False,0.23185752,0.8408512,0.40499327,0.87081415,0.48151585,0.91697939,0.18085431,0.40197091,-1.64134023,-8.3799814,0.04909277,1.60534501,original
Informer,504,336,True,True,False,0.35013193,0.72884835,0.48655379,0.80562941,0.59171945,0.85372616,0.22168235,0.3732293,-3.24307464,-7.39154204,0.07798104,2.00506926,original
